185 5
0 1 1 1 1 Primula_serratifolia
0 1 1 0 1 Soldanella_alpina
0 1 1 0 1 Primula_auriculata
0 0 1 0 1 Primula_calderiana
1 0 1 1 1 Cortusa_turkestanica
0 0 1 0 1 Primula_frigida
0 0 1 0 1 Primula_prolifera
0 1 1 0 1 Primula_farinosa
0 0 1 0 1 Primula_heucherifolia
0 0 1 0 1 Primula_latisecta
0 1 1 0 1 Primula_eximia
0 0 1 0 1 Primula_reptans
0 0 1 0 1 Primula_fassettii
0 0 1 0 1 Primula_cachemiriana
0 0 1 0 1 Primula_jeffreyi
0 1 0 1 1 Primula_cuneifolia
0 1 1 0 1 Primula_parryi
0 0 1 0 1 Primula_mollis
0 1 0 1 1 Dionysia_leucotricha
0 0 1 0 1 Primula_prenantha
0 1 0 1 1 Dionysia_diapensiifolia
0 0 1 0 1 Primula_luteola
0 1 1 0 1 Primula_clusiana
0 1 0 1 1 Dionysia_involucrata
0 0 1 0 1 Primula_deuteronana
0 1 1 0 1 Primula_nutans
0 0 1 0 1 Primula_pumilio
0 0 1 0 1 Primula_siamensis
0 0 1 1 1 Hottonia_palustris
0 0 1 1 1 Dionysia_tapetodes
0 1 1 1 1 Primula_japonica
0 1 0 1 1 Primula_ioessa
0 0 1 0 1 Primula_tetrandra
0 1 1 0 1 Primula_minima
0 1 0 1 1 Dionysia_mira
0 1 1 0 1 Primula_sinensis
0 0 1 0 1 Primula_sinolisteri
1 0 0 1 1 Primula_sieboldii
0 1 1 1 1 Primula_involucrata
0 1 0 1 0 Primula_bulleyana
0 0 1 0 1 Primula_odontocalyx
0 1 1 0 1 Primula_algida
0 1 0 1 1 Dionysia_esfandiarii
0 0 1 0 1 Primula_juliae
0 1 1 0 1 Primula_nivalis
0 1 1 0 1 Primula_specuicola
0 1 1 0 1 Primula_incana
0 0 1 1 1 Sredinskya_grandis
0 1 1 1 1 Primula_veris
0 0 1 0 1 Primula_minor
0 0 1 0 1 Primula_stirtoniana
0 1 1 0 1 Soldanella_minima
0 1 1 1 1 Primula_miyabeana
0 0 1 0 1 Primula_sonchifolia
0 1 1 0 1 Primula_alcalina
0 1 0 0 0 Primula_macrocalyx
0 0 1 0 1 Primula_pulchella
0 0 1 0 1 Primula_waltonii
0 0 1 0 1 Primula_geraniifolia
0 0 1 0 1 Primula_clarkei
0 0 1 0 1 Primula_stuartii
0 1 0 0 0 Primula_apennina
0 0 1 0 1 Primula_tosaensis
0 1 0 0 0 Primula_spectabilis
0 0 1 0 1 Primula_amethystina
0 1 1 0 1 Primula_angustifolia
0 0 0 1 0 Omphalogramma_elwesianum
0 1 1 1 1 Primula_aurantiaca
0 0 1 0 1 Primula_primulina
0 0 1 0 1 Primula_forbesii
0 0 1 0 1 Primula_muscoides
0 1 1 1 1 Primula_cockburniana
0 0 0 0 1 Primula_conjugens
0 1 1 0 1 Primula_fasciculata
0 1 1 0 1 Primula_capillaris
0 1 1 0 1 Primula_capitellata
0 1 0 0 0 Primula_albenensis
0 1 1 1 1 Primula_secundiflora
0 0 1 0 1 Primula_deflexa
0 0 0 0 1 Primula_denticulata
0 0 1 0 1 Primula_chionantha
0 0 1 0 1 Primula_nipponica
0 1 1 0 1 Primula_hirsuta
0 1 1 0 1 Primula_suffrutescens
0 1 1 0 1 Primula_obconica
0 1 1 1 1 Primula_maguirei
0 1 1 1 1 Primula_modesta
0 1 1 0 1 Primula_borealis
0 0 1 1 1 Cortusa_brotheri
0 1 1 1 1 Primula_verticillata
