136 5
0 1 0 0 0 Eucalyptus_tetrodonta
0 1 0 0 0 Eucalyptus_pulverulenta
0 1 0 0 0 Eucalyptus_glaucina
0 1 0 0 0 Eucalyptus_stenostoma
0 1 0 0 0 Eucalyptus_tenuiramis
0 1 1 0 1 Eucalyptus_jacksonii
0 1 0 0 1 Eucalyptus_viminalis
0 1 0 0 0 Eucalyptus_dundasii
1 0 0 1 0 Eucalyptus_lehmannii
0 1 0 0 0 Eucalyptus_planchoniana
0 1 0 0 0 Eucalyptus_insularis
0 1 0 0 0 Eucalyptus_brassiana
0 1 0 0 0 Eucalyptus_patens
0 1 0 0 0 Eucalyptus_robertsonii
0 1 0 0 0 Eucalyptus_longifolia
0 1 0 0 0 Eucalyptus_gomphocephala
0 1 0 0 0 Eucalyptus_muelleriana
0 1 0 0 0 Eucalyptus_todtiana
0 1 0 0 1 Eucalyptus_cloeziana
0 1 0 0 0 Eucalyptus_tindaliae
0 1 0 0 0 Eucalyptus_houseana
0 1 0 0 0 Eucalyptus_sieberi
0 1 0 0 0 Eucalyptus_morrisbyi
0 1 0 0 0 Eucalyptus_amygdalina
0 1 1 0 0 Eucalyptus_pauciflora
0 1 0 0 0 Eucalyptus_cornuta
0 1 1 0 1 Eucalyptus_baileyana
1 1 0 0 0 Eucalyptus_coccifera
0 1 1 0 1 Eucalyptus_microcorys
0 1 0 0 0 Eucalyptus_paliformis
0 1 0 0 0 Eucalyptus_dalrympleana
0 1 0 0 0 Eucalyptus_serraensis
0 1 0 0 0 Eucalyptus_woodwardii
0 1 0 0 0 Eucalyptus_globoidea
0 1 0 0 0 Eucalyptus_glaucescens
0 1 0 0 0 Eucalyptus_coolabah
0 1 0 0 0 Eucalyptus_scoparia
0 1 0 0 0 Eucalyptus_triflora
0 1 0 0 0 Eucalyptus_rossii
0 1 0 0 0 Eucalyptus_dives
0 1 0 0 0 Eucalyptus_spathulata
0 1 0 0 0 Eucalyptus_michaeliana
0 1 1 0 1 Eucalyptus_guilfoylei
0 1 0 0 0 Eucalyptus_gongylocarpa
0 1 0 0 0 Eucalyptus_siderophloia
0 1 0 0 0 Eucalyptus_porosa
0 1 1 1 0 Eucalyptus_melliodora
0 1 0 0 1 Eucalyptus_diversifolia
0 1 0 0 0 Eucalyptus_lacrimans
0 1 1 0 0 Eucalyptus_haemastoma
0 1 1 0 1 Eucalyptus_tenuipes
0 1 0 0 0 Eucalyptus_eudesmioides
0 1 0 0 0 Eucalyptus_latisinensis
0 1 0 0 0 Eucalyptus_cosmophylla
0 1 0 0 0 Eucalyptus_aquilina
0 1 0 0 0 Eucalyptus_tereticornis
0 1 0 0 0 Eucalyptus_spectatrix
0 1 1 0 1 Eucalyptus_raveretiana
0 1 0 0 0 Eucalyptus_hallii
0 1 0 0 1 Eucalyptus_ovata
0 1 0 0 0 Eucalyptus_platydisca
0 1 1 0 1 Eucalyptus_camaldulensis
0 1 0 0 0 Eucalyptus_dunnii
0 1 0 0 0 Eucalyptus_salmonophloia
0 1 1 0 0 Eucalyptus_perriniana
0 1 0 0 0 Eucalyptus_arenacea
0 1 0 0 0 Eucalyptus_urophylla
0 1 0 0 0 Eucalyptus_elata
0 1 0 0 0 Eucalyptus_populnea
0 1 1 0 0 Eucalyptus_nitens
0 1 0 0 0 Eucalyptus_piperita
0 1 0 0 1 Eucalyptus_rubida
0 1 0 0 0 Eucalyptus_sepulcralis
0 1 0 0 0 Eucalyptus_wandoo
0 1 0 0 0 Eucalyptus_paludicola
0 1 0 0 0 Eucalyptus_petiolaris
0 1 1 1 1 Eucalyptus_globulus
0 1 0 0 0 Eucalyptus_leucophloia
0 1 0 0 0 Eucalyptus_pumila
0 1 1 0 1 Eucalyptus_brachyandra
0 1 0 0 0 Eucalyptus_buprestium
0 1 0 0 0 Eucalyptus_conglomerata
0 1 0 0 0 Eucalyptus_lucasii
1 1 1 0 1 Eucalyptus_deglupta
0 1 0 0 0 Eucalyptus_delegatensis
0 1 0 0 0 Eucalyptus_albens
